date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export
2026-03-13 00:00:00+00:00,2026,3,13,port988,Port of Sohar,Oman,OMN,0,0,1,0,0,1,1,0,0,2415,0,0,2415,2415,0,0,3222,0,0,3222,3222
2026-03-13 00:00:00+00:00,2026,3,13,port1068,Qalhat LNG Terminal,Oman,OMN,0,0,0,0,1,0,1,0,0,0,0,148,0,148,0,0,0,0,23776,0,23776
2026-03-13 00:00:00+00:00,2026,3,13,port745,Port Sultan Qaboos,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-13 00:00:00+00:00,2026,3,13,port746,Salalah,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-13 00:00:00+00:00,2026,3,13,port984,Duqm,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-13 00:00:00+00:00,2026,3,13,fso151,Oman - Offshore Oil Terminal 1,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-12 00:00:00+00:00,2026,3,12,port988,Port of Sohar,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-12 00:00:00+00:00,2026,3,12,port1068,Qalhat LNG Terminal,Oman,OMN,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,48849,0,0,0,48849,48849
2026-03-12 00:00:00+00:00,2026,3,12,port745,Port Sultan Qaboos,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-12 00:00:00+00:00,2026,3,12,port746,Salalah,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-12 00:00:00+00:00,2026,3,12,port984,Duqm,Oman,OMN,0,1,1,0,0,2,2,0,6804,1774,0,0,8579,8579,0,5676,323,0,0,5999,5999
2026-03-12 00:00:00+00:00,2026,3,12,fso151,Oman - Offshore Oil Terminal 1,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-11 00:00:00+00:00,2026,3,11,port988,Port of Sohar,Oman,OMN,1,0,0,0,2,1,3,3290,0,0,0,44625,3290,47916,1506,0,0,0,13549,1506,15055
2026-03-11 00:00:00+00:00,2026,3,11,port1068,Qalhat LNG Terminal,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-11 00:00:00+00:00,2026,3,11,port745,Port Sultan Qaboos,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-11 00:00:00+00:00,2026,3,11,port746,Salalah,Oman,OMN,0,1,1,0,0,2,2,0,4660,533,0,0,5193,5193,0,32722,4994,0,0,37716,37716
2026-03-11 00:00:00+00:00,2026,3,11,port984,Duqm,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-11 00:00:00+00:00,2026,3,11,fso151,Oman - Offshore Oil Terminal 1,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-10 00:00:00+00:00,2026,3,10,port988,Port of Sohar,Oman,OMN,0,0,0,0,1,0,1,0,0,0,0,9470,0,9470,0,0,0,0,18643,0,18643
2026-03-10 00:00:00+00:00,2026,3,10,port1068,Qalhat LNG Terminal,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-10 00:00:00+00:00,2026,3,10,port745,Port Sultan Qaboos,Oman,OMN,0,0,0,0,1,0,1,0,0,0,0,5279,0,5279,0,0,0,0,206,0,206
2026-03-10 00:00:00+00:00,2026,3,10,port746,Salalah,Oman,OMN,1,1,0,0,0,2,2,26068,4660,0,0,0,30728,30728,23505,32722,0,0,0,56227,56227
2026-03-10 00:00:00+00:00,2026,3,10,port984,Duqm,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-10 00:00:00+00:00,2026,3,10,fso151,Oman - Offshore Oil Terminal 1,Oman,OMN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 00:00:00+00:00,2026,3,9,port988,Port of Sohar,Oman,OMN,0,1,0,0,0,1,1,0,9890,0,0,0,9890,9890,0,38243,0,0,0,38243,38243
2026-03-09 00:00:00+00:00,2026,3,9,port1068,Qalhat LNG Terminal,Oman,OMN,0,0,0,0,1,0,1,0,0,0,0,148,0,148,0,0,0,0,23776,0,23776
