date,year,month,day,portid,portname,country,ISO3,portcalls_container,portcalls_dry_bulk,portcalls_general_cargo,portcalls_roro,portcalls_tanker,portcalls_cargo,portcalls,import_container,import_dry_bulk,import_general_cargo,import_roro,import_tanker,import_cargo,import,export_container,export_dry_bulk,export_general_cargo,export_roro,export_tanker,export_cargo,export
2026-03-13 00:00:00+00:00,2026,3,13,port631,Lamu,Kenya,KEN,0,0,1,0,0,1,1,0,0,478,0,0,478,478,0,0,1462,0,0,1462,1462
2026-03-13 00:00:00+00:00,2026,3,13,port757,Mombasa,Kenya,KEN,1,2,1,0,1,4,5,7708,59300,1424,0,0,68433,68433,720,1339,0,0,222,2059,2282
2026-03-12 00:00:00+00:00,2026,3,12,port631,Lamu,Kenya,KEN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1944,0,0,0,0,1944,1944
2026-03-12 00:00:00+00:00,2026,3,12,port757,Mombasa,Kenya,KEN,3,0,3,0,0,6,6,17023,0,4263,0,0,21286,21286,688,0,1918,0,0,2606,2606
2026-03-11 00:00:00+00:00,2026,3,11,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-11 00:00:00+00:00,2026,3,11,port757,Mombasa,Kenya,KEN,0,2,1,1,0,4,4,0,59444,1424,1295,0,62164,62164,0,2678,0,0,0,2678,2678
2026-03-10 00:00:00+00:00,2026,3,10,port631,Lamu,Kenya,KEN,1,0,0,1,0,2,2,0,0,0,0,0,0,0,5326,0,0,0,0,5326,5326
2026-03-10 00:00:00+00:00,2026,3,10,port757,Mombasa,Kenya,KEN,2,0,0,1,2,3,5,16524,0,0,0,83608,16524,100133,688,0,0,0,1057,688,1745
2026-03-09 00:00:00+00:00,2026,3,9,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026-03-09 00:00:00+00:00,2026,3,9,port757,Mombasa,Kenya,KEN,3,1,1,0,0,5,5,17889,29722,2131,0,0,49743,49743,6665,1339,959,0,0,8963,8963
2026-03-08 00:00:00+00:00,2026,3,8,port631,Lamu,Kenya,KEN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
